Date,Open,High,Low,Close,Adj Close,Volume,SMA_20,EMA_12,EMA_26,RSI_14,MACD,MACD_Signal,BB_Middle,BB_Upper,BB_Lower,VWAP
1980-12-12,0.128348,0.128906,0.128348,0.128348,0.099192,469033600,,0.128348,0.128348,,0.0,0.0,,,,0.128534
1980-12-15,0.12221,0.12221,0.121652,0.121652,0.094017,175884800,,0.12731784615384614,0.127852,,-0.0005341538461538509,-0.00010683076923077018,,,,0.121838
1980-12-16,0.113281,0.113281,0.112723,0.112723,0.087117,105728000,,0.1250724852071006,0.12673133333333333,,-0.001658848126232737,-0.0004172342406311636,,,,0.11290899999999998
1980-12-17,0.115513,0.116071,0.115513,0.115513,0.089273,86441600,,0.12360179517523898,0.12590034567901234,,-0.0022985505037733667,-0.0007934974932596043,,,,0.11569900000000001
1980-12-18,0.118862,0.11942,0.118862,0.118862,0.091861,73449600,,0.1228725959175099,0.12537898673982625,,-0.002506390822316351,-0.0011360761590709536,,,,0.11904800000000001
1980-12-19,0.126116,0.126674,0.126116,0.126116,0.097467,48630400,,0.12337158116096991,0.12543358031465393,,-0.0020619991536840188,-0.0013212607579935667,,,,0.126302
1980-12-22,0.132254,0.132813,0.132254,0.132254,0.102211,37363200,,0.12473810713620531,0.1259387965876425,,-0.001200689451437198,-0.0012971464966822928,,,,0.13244033333333335
1980-12-23,0.137835,0.138393,0.137835,0.137835,0.106524,46950400,,0.12675301373063527,0.12681999684040973,,-6.698310977445998e-05,-0.0010511138193007264,,,,0.13802100000000003
1980-12-24,0.145089,0.145647,0.145089,0.145089,0.11213,48003200,,0.1295739346951529,0.1281732563337127,,0.0014006783614401996,-0.0005607553831525413,,,,0.145275
1980-12-26,0.158482,0.15904,0.158482,0.158482,0.122481,55574400,,0.13402132935743707,0.1304183484571414,,0.003602980900295677,0.0002719918735371024,,,,0.158668
1980-12-29,0.160714,0.161272,0.160714,0.160714,0.124206,93161600,,0.13812789407167753,0.13266247079364943,,0.005465423278028098,0.0013106781544353014,,,,0.1609
1980-12-30,0.157366,0.157366,0.156808,0.156808,0.121187,68880000,,0.14100175652218866,0.13445102851263835,,0.006550728009550311,0.0023586881254583033,,,,0.15699400000000002
1980-12-31,0.152902,0.152902,0.152344,0.152344,0.117737,35750400,,0.14274671705723654,0.13577643380799848,,0.006970283249238068,0.0032810071502142567,,,,0.15253000000000003
1981-01-02,0.154018,0.155134,0.154018,0.154018,0.119031,21660800,,0.14448076058689246,0.13712766093333192,,0.007353099653560541,0.0040954256508835135,,,,0.15439
1981-01-05,0.151228,0.151228,0.15067,0.15067,0.116443,35728000,,0.14543295126583208,0.13813079716049254,64.49329939746522,0.007302154105339548,0.00473677134177472,,,,0.150856
1981-01-06,0.144531,0.144531,0.143973,0.143973,0.111268,45158400,,0.145208343378781,0.13856355292638198,64.49246192003532,0.006644790452399019,0.00511837516389958,,,,0.144159
1981-01-07,0.138393,0.138393,0.137835,0.137835,0.106524,55686400,,0.14407398285896852,0.13850958604294628,66.91772885283896,0.005564396816022249,0.005207579494324114,,,,0.13802100000000003
1981-01-08,0.135603,0.135603,0.135045,0.135045,0.104368,39827200,,0.14268490857297336,0.13825295003976507,63.15853297043844,0.004431958533208297,0.005052455302100951,,,,0.135231
1981-01-09,0.142299,0.142857,0.142299,0.142299,0.109974,21504000,,0.14262553802328515,0.13855265744422693,65.00006400163846,0.004072880579058219,0.004856540357492405,,,,0.142485
1981-01-12,0.142299,0.142299,0.141183,0.141183,0.109111,23699200,0.13858815,0.1424036090966259,0.13874749763354344,60.465374730846705,0.003656111463082451,0.004616454578610414,0.13858815,0.16787427127756438,0.10930202872243559,0.14155500000000001
1981-01-13,0.136719,0.136719,0.136161,0.136161,0.10523,23049600,0.1389788,0.141443207697145,0.13855590521624395,52.756494376949014,0.0028873024809010495,0.004270624159068541,0.1389788,0.16789589932748772,0.11006170067251232,0.136347
1981-01-14,0.136719,0.137277,0.136719,0.136719,0.105662,14291200,0.13973215,0.14071640651296885,0.13841983816318884,49.152568113476896,0.0022965683497800093,0.003875812997210835,0.13973215,0.16751128447384186,0.11195301552615813,0.13690500000000003
1981-01-15,0.139509,0.140625,0.139509,0.139509,0.107818,14067200,0.14107145000000001,0.1405306516648198,0.13850051681776746,45.454693558372156,0.002030134847052334,0.003506677367179135,0.14107145000000001,0.1657809734355203,0.11636192656447972,0.139881
1981-01-16,0.138951,0.138951,0.138393,0.138393,0.106955,13395200,0.14221545,0.14020178217792442,0.13849255260904395,29.544852866306854,0.001709229568880477,0.0031471878075194034,0.14221545,0.16387272111618637,0.12055817888381362,0.13857899999999998
1981-01-19,0.146763,0.147321,0.146763,0.146763,0.113424,41574400,0.1436105,0.1412112003043976,0.13910517834170738,37.37306084028746,0.002106021962690219,0.002938954638553567,0.1436105,0.1623289170889472,0.1248920829110528,0.14694900000000002
1981-01-20,0.142857,0.142857,0.142299,0.142299,0.109974,30083200,0.14441965,0.14137855410372105,0.13934175772380314,36.99933692944572,0.00203679637991791,0.002758522986826436,0.14441965,0.16125863318314104,0.12758066681685898,0.142485
1981-01-21,0.145089,0.146205,0.145089,0.145089,0.11213,15904000,0.14506139999999998,0.1419493919339178,0.1397674793738918,43.2981691207715,0.002181912560026006,0.00264320090146635,0.14506139999999998,0.16089658442749033,0.12922621557250963,0.145461
1981-01-22,0.146763,0.147879,0.146763,0.146763,0.113424,35548800,0.14550780000000002,0.1426899470210074,0.14028566608693688,43.298169120771526,0.002404280934070524,0.002595416907987185,0.14550780000000002,0.16098454785095717,0.13003105214904287,0.14713500000000002
1981-01-23,0.146763,0.147321,0.146205,0.146205,0.112993,11222400,0.1455636,0.14323072440239087,0.1407241352656823,45.651284648499136,0.0025065891367085646,0.002577651353731461,0.1455636,0.16104203736707026,0.1300851626329297,0.14657699999999999
1981-01-26,0.144531,0.144531,0.143973,0.143973,0.111268,24640000,0.14483815,0.1433449206481769,0.1409647919126688,50.0,0.0023801287355080802,0.0025381468300867847,0.14483815,0.15907770947389271,0.13059859052610728,0.14415899999999998
1981-01-27,0.143973,0.143973,0.142857,0.142857,0.110405,23699200,0.1439453,0.14326985593307276,0.14110495547469334,55.99999999999999,0.002164900458379415,0.0024634975557453107,0.1439453,0.1560767964252474,0.13181380357475259,0.14322900000000002
1981-01-28,0.138951,0.138951,0.138393,0.138393,0.106955,28156800,0.14302454999999997,0.1425195704049077,0.14090406988397533,53.84615384615383,0.0016155005209323725,0.002293898148782723,0.14302454999999997,0.15376057983514171,0.13228852016485823,0.138579
1981-01-29,0.133929,0.133929,0.133371,0.133371,0.103074,43904000,0.1420759,0.14111209803492192,0.14034606470738456,39.18918918918917,0.0007660333275373576,0.00198832518453365,0.1420759,0.15269699362790068,0.13145480637209933,0.133557
1981-01-30,0.127232,0.127232,0.126116,0.126116,0.097467,46188800,0.1406808,0.13880500602954932,0.13929198584017088,34.116927747675575,-0.00048697981062156837,0.0014932641855026063,0.1406808,0.1520039464587506,0.1293576535412494,0.12648800000000002
1981-02-02,0.11942,0.11942,0.118862,0.118862,0.091861,23766400,0.1390904,0.1357368512557725,0.13777865355571378,32.583613555363144,-0.0020418022999412755,0.00078625088841383,0.1390904,0.15311821665721437,0.12506258334278564,0.11904800000000001
1981-02-03,0.123326,0.123884,0.123326,0.123326,0.095311,19152000,0.13805805,0.13382748952411522,0.13670808662566092,37.499299968265234,-0.002880597101545701,5.288129042192388e-05,0.13805805,0.15353682925929218,0.12257927074070779,0.12351199999999998
1981-02-04,0.12779,0.128348,0.12779,0.12779,0.098761,27865600,0.1375558,0.13289864498194365,0.1360474876163527,39.3932262911138,-0.003148842634409066,-0.0005874634945442741,0.1375558,0.1537025147266296,0.12140908527337041,0.12797599999999998
1981-02-05,0.12779,0.128906,0.12779,0.12779,0.098761,7929600,0.13719304999999998,0.13211269960010616,0.13543582186699327,40.20544275500213,-0.0033231222668871074,-0.0011345952490128407,0.13719304999999998,0.15389374563600014,0.12049235436399981,0.128162
1981-02-06,0.128348,0.128906,0.128348,0.128348,0.099192,13865600,0.1364955,0.13153351504624367,0.13491079802499378,30.11983158803841,-0.003377282978750118,-0.001583132794960296,0.1364955,0.15346153746187935,0.11952946253812063,0.12853399999999998
1981-02-09,0.122768,0.122768,0.121652,0.121652,0.094017,16755200,0.13551895,0.13001328196220618,0.1339286648379572,28.73504027025355,-0.003915382875751022,-0.0020495828111184414,0.13551895,0.15356307350440176,0.11747482649559823,0.12202400000000001
1981-02-10,0.121652,0.12221,0.121652,0.121652,0.094017,18345600,0.1347935,0.12872693089109755,0.13301928225736778,24.389710863911546,-0.004292351366270236,-0.0024981365221488005,0.1347935,0.15386626309295534,0.1157207369070447,0.12183800000000002
1981-02-11,0.118304,0.118304,0.117746,0.117746,0.090998,13843200,0.13384485,0.12703755690785176,0.1318879280160813,19.767029944362235,-0.004850371108229529,-0.0029685834393649462,0.13384485,0.1543480967598362,0.11334160324016375,0.11793200000000001
1981-02-12,0.117188,0.117188,0.116629,0.116629,0.090135,14560000,0.13270085,0.12543624046048996,0.1307576370519271,19.539424899068962,-0.005321396591437155,-0.003439146069779388,0.13270085,0.15439221637636463,0.11100948362363539,0.11681533333333333
1981-02-13,0.114955,0.114955,0.113839,0.113839,0.087979,11155200,0.13147315,0.12365204962041457,0.1295044046777103,19.317395023011443,-0.005852355057295727,-0.003921787867282657,0.13147315,0.15454362281494813,0.10840267718505188,0.114211
1981-02-17,0.116629,0.117188,0.116629,0.116629,0.090135,12275200,0.12996645,0.1225715804480431,0.1285506709978799,24.174871996849134,-0.0059790905498367936,-0.004333248403793484,0.12996645,0.15276690373024976,0.10716599626975026,0.11681533333333333
1981-02-18,0.121652,0.122768,0.121652,0.121652,0.094017,19241600,0.1289341,0.12243010653295955,0.12803965833137027,33.69563100177254,-0.005609551798410717,-0.0045885090827169316,0.1289341,0.15124794577389225,0.10662025422610774,0.122024
