Date,Open,High,Low,Close,Adj Close,Volume,SMA_20,EMA_12,EMA_26,RSI_14,MACD,MACD_Signal,BB_Middle,BB_Upper,BB_Lower,VWAP
2/1/2002,0.434643,0.445714,0.434643,0.435893,0.369027,398305600,0.4038126,0.416371692,0.404254025,72.28064703,0.012117667,0.008298469,0.4038126,0.444878476,0.362746724,0.43875
2/4/2002,0.434286,0.455714,0.432143,0.452679,0.383238,522373600,0.40529475,0.421957431,0.40784106,75.05913957,0.014116371,0.009462049,0.40529475,0.451143196,0.359446304,0.446845333
2/5/2002,0.448036,0.463929,0.447857,0.454464,0.384749,456887200,0.4075715,0.426958442,0.411294611,73.64381047,0.015663831,0.010702406,0.4075715,0.458428607,0.356714393,0.455416667
2/6/2002,0.457143,0.463929,0.43125,0.440536,0.372958,597576000,0.4094108,0.429047297,0.41346064,74.96783098,0.015586657,0.011679256,0.4094108,0.462305948,0.356515652,0.445238333
2/7/2002,0.440179,0.451607,0.43,0.433929,0.367364,347832800,0.4117769,0.429798328,0.414976815,64.08658264,0.014821513,0.012307707,0.4117769,0.46461064,0.35894316,0.438512
2/8/2002,0.435714,0.44,0.417321,0.429107,0.363282,355331200,0.4142769,0.42969197,0.416023495,64.48571229,0.013668475,0.012579861,0.4142769,0.465302548,0.363251252,0.428809333
2/11/2002,0.427321,0.446429,0.423929,0.446071,0.377643,398602400,0.4177858,0.432211821,0.418249236,72.50674069,0.013962584,0.012856406,0.4177858,0.467327857,0.368243743,0.438809667
2/12/2002,0.440357,0.447143,0.436607,0.44125,0.373562,224280000,0.42096435,0.43360231,0.419952997,63.87527471,0.013649313,0.013014987,0.42096435,0.467752614,0.374176086,0.441666667
2/13/2002,0.441607,0.450714,0.440179,0.446607,0.378097,312872000,0.4239197,0.435603031,0.421927367,64.5160999,0.013675664,0.013147123,0.4239197,0.469252211,0.378587189,0.445833333
2/14/2002,0.447321,0.450536,0.435357,0.439286,0.371899,260170400,0.42733045,0.436169642,0.423213192,60.27394925,0.01295645,0.013108988,0.42733045,0.465641909,0.389018991,0.441726333
2/15/2002,0.438036,0.446071,0.425893,0.426786,0.361317,260187200,0.4285983,0.434726005,0.423477844,54.34483717,0.01124816,0.012736823,0.4285983,0.46492767,0.39226893,0.432916667
2/19/2002,0.424286,0.42625,0.401429,0.403929,0.341966,390258400,0.4290001,0.429988004,0.422029782,47.29914151,0.007958222,0.011781103,0.4290001,0.463958327,0.394041873,0.410536
2/20/2002,0.406607,0.414286,0.399107,0.413036,0.349676,285443200,0.43016975,0.427380003,0.421363576,43.8617598,0.006016428,0.010628168,0.43016975,0.460892203,0.399447297,0.408809667
2/21/2002,0.409286,0.410714,0.383036,0.383929,0.325034,446751200,0.42881265,0.420695234,0.418590644,31.74579995,0.002104589,0.008923452,0.42881265,0.464999267,0.392626033,0.392559667
2/22/2002,0.386786,0.409821,0.383929,0.406071,0.34378,406476000,0.428393,0.418445352,0.417663263,41.43557873,0.000782088,0.007295179,0.428393,0.465464099,0.391321901,0.399940333
2/25/2002,0.408036,0.441429,0.399286,0.425179,0.359956,426848800,0.428893,0.419481297,0.418219984,42.20636414,0.001261313,0.006088406,0.428893,0.465480272,0.392305728,0.421964667
2/26/2002,0.426964,0.435179,0.415179,0.422679,0.35784,260131200,0.42925015,0.419973252,0.418550282,41.02833336,0.00142297,0.005155319,0.42925015,0.465425566,0.393074734,0.424345667
2/27/2002,0.4275,0.433036,0.373929,0.392143,0.331988,1030159200,0.4282591,0.415691675,0.416594187,37.51141941,-0.000902512,0.003943753,0.4282591,0.467393483,0.389124717,0.399702667
2/28/2002,0.395536,0.403393,0.38125,0.3875,0.328057,456937600,0.42612515,0.411354494,0.414439062,37.89556013,-0.003084568,0.002538088,0.42612515,0.469267919,0.382982381,0.390714333
3/1/2002,0.391607,0.419643,0.389643,0.41875,0.354514,348992000,0.4249912,0.412492264,0.414758391,47.62685999,-0.002266127,0.001577245,0.4249912,0.467629547,0.382352853,0.409345333
3/4/2002,0.415357,0.438929,0.406429,0.43375,0.367213,348258400,0.42488405,0.415762685,0.416165177,47.1512007,-0.000402492,0.001181298,0.42488405,0.467417687,0.382350413,0.426369333
